epoch,OA,P,R,KC,F1,AUC
90,0.962951967,0.805424898,0.759237363,0.761427491,0.781649422,0.962554444
91,0.963649038,0.808762605,0.764595034,0.766213036,0.786058879,0.963658274
92,0.964336427,0.812375639,0.769361513,0.770810568,0.790283708,0.96469769
93,0.96491732,0.815665328,0.773019509,0.774613074,0.793770038,0.965673103
94,0.965359443,0.817729006,0.776455808,0.777639914,0.796558129,0.966588098
95,0.965940336,0.820856654,0.780335501,0.781480782,0.800083346,0.967394657
96,0.966440549,0.823705373,0.783439255,0.784737857,0.803067891,0.968108466
97,0.966998851,0.826951456,0.786801655,0.788351547,0.806377097,0.968790479
98,0.967386113,0.828974936,0.789462016,0.790920912,0.808736137,0.96944327
99,0.967825009,0.831484642,0.792159326,0.793769776,0.811345746,0.970070044
100,0.968241316,0.833792007,0.794819687,0.796490266,0.813839548,0.970672538
101,0.968683439,0.83632982,0.797516997,0.799354216,0.8164624,0.97125136
102,0.969125563,0.838918374,0.800140408,0.802203788,0.819070673,0.971807255
103,0.969454736,0.840814904,0.802135678,0.804332654,0.821019988,0.972339744
104,0.969770999,0.842420959,0.804352646,0.806431238,0.822946791,0.972832627
105,0.970009811,0.843772972,0.805830624,0.807980096,0.824365444,0.973373756
106,0.970322847,0.846010844,0.807123855,0.809896861,0.826109977,0.973865155
107,0.970603612,0.847735988,0.808675732,0.811685719,0.827745315,0.974294075
108,0.970848878,0.849180836,0.81011676,0.813263272,0.829188964,0.974699437
109,0.971084462,0.850879913,0.811077446,0.814705991,0.830502062,0.975083148
110,0.971297456,0.852623816,0.811668637,0.815964083,0.831642311,0.975445636
111,0.971455588,0.853451286,0.812740171,0.817006124,0.832598369,0.975786994
112,0.971665354,0.855084285,0.813442211,0.818267124,0.833743609,0.976106392
113,0.971868667,0.856820569,0.813922554,0.819457014,0.834820836,0.976403252
114,0.9719913,0.857559609,0.814624594,0.820244055,0.835540902,0.976677511
115,0.97216234,0.85868804,0.815474431,0.821320389,0.836523519,0.976928261
116,0.972330153,0.859643663,0.816509016,0.822409665,0.837521319,0.977151942
117,0.972394697,0.859920666,0.817026308,0.822848145,0.837924893,0.977352239
118,0.972462468,0.860371047,0.817358853,0.82327399,0.838313595,0.977519031
119,0.972527012,0.860872272,0.81758055,0.823664094,0.838668107,0.977641009
120,0.972604464,0.861311029,0.818060893,0.824167236,0.839129034,0.977721338
121,0.972704506,0.861984436,0.818541236,0.824794363,0.839701312,0.97776277
122,0.972775504,0.862468867,0.818873781,0.825238138,0.840106141,0.977769154
123,0.972836821,0.862598685,0.819538871,0.825682412,0.84051765,0.977775704
124,0.972865865,0.862674961,0.819834466,0.825889636,0.840709306,0.977786222
125,0.972911046,0.862806063,0.82027786,0.826209245,0.84100466,0.977805102
126,0.972923955,0.862996657,0.820203961,0.826268313,0.841056341,0.977779417
127,0.972875547,0.862719179,0.819908365,0.825954733,0.840769158,0.97777007
128,0.972862638,0.862556847,0.819945315,0.825889757,0.840711485,0.977778354
129,0.972885229,0.862735189,0.820019214,0.826025775,0.840835038,0.977804132
130,0.972833594,0.862142635,0.820093113,0.825754029,0.840592334,0.977792143
131,0.972836821,0.862035491,0.82027786,0.825801512,0.840638431,0.97779945
132,0.972811003,0.861711624,0.820351759,0.825671675,0.840523197,0.977803586
133,0.972814231,0.861660846,0.820462607,0.825707249,0.840557217,0.977799791
134,0.972862638,0.861881668,0.820832102,0.826032453,0.840856186,0.977809276
135,0.972891683,0.861957955,0.821127697,0.826239415,0.841047572,0.977833348
136,0.972930409,0.862050248,0.821534141,0.826517262,0.841304677,0.977850695
137,0.973001407,0.862392434,0.822051434,0.826989991,0.841738867,0.97786119
138,0.972969135,0.862058277,0.822051434,0.826812749,0.841579664,0.97783426
139,0.973017543,0.862447192,0.822199231,0.827102245,0.841842429,0.977827932
140,0.973075632,0.863049296,0.822199231,0.827421451,0.842129165,0.977914756
141,0.973220855,0.864558241,0.822199231,0.828220327,0.842846862,0.977990385
142,0.973340261,0.865660612,0.822383979,0.828907351,0.843467551,0.978067864
143,0.973433849,0.866324308,0.822790423,0.829487565,0.843996361,0.978165195
144,0.97350162,0.866632959,0.823307715,0.829942896,0.844414969,0.978245657
145,0.97352421,0.866612239,0.82364026,0.830119814,0.844580002,0.978309858
146,0.973491939,0.866190069,0.823751108,0.829959239,0.844437711,0.978362218
147,0.973511302,0.866022207,0.824231451,0.830141489,0.8446102,0.978398385
148,0.973588754,0.866345855,0.824859592,0.830667072,0.845093882,0.978416151
149,0.973685569,0.867041925,0.825266036,0.831264743,0.845638346,0.978432947
