epoch,OA,P,R,KC,F1,AUC
33,0.884101357,0.508321341,0.748491409,0.54042197,0.60545878,0.927728383
34,0.888654772,0.521801675,0.751900134,0.553424035,0.616066879,0.930958451
35,0.89275394,0.534401355,0.755999816,0.565714973,0.626173216,0.93404594
36,0.896809326,0.547220384,0.761757796,0.578641435,0.636908086,0.936964497
37,0.90080451,0.560255548,0.767515777,0.591615274,0.647709382,0.939703804
38,0.904520578,0.572630933,0.774102907,0.604242531,0.658296772,0.942135062
39,0.907859019,0.584142004,0.77916993,0.61548674,0.667706154,0.944268078
40,0.910951182,0.594996856,0.784467272,0.626210338,0.676720113,0.946116327
41,0.913649299,0.604806503,0.788290571,0.635448093,0.684465243,0.947696553
42,0.915942426,0.613190731,0.792298125,0.643590989,0.691332221,0.949117872
43,0.918071366,0.621349083,0.794739509,0.650869863,0.697429057,0.950381937
44,0.919713222,0.627874868,0.796029297,0.65637569,0.702023074,0.951489598
45,0.921289405,0.633983104,0.798516744,0.662035341,0.706800946,0.952418593
46,0.922301883,0.638189845,0.799023446,0.665405603,0.709607478,0.953200229
47,0.923172067,0.641756292,0.799852596,0.668420108,0.712135504,0.953855793
48,0.923894483,0.644730497,0.800589617,0.670945424,0.71425636,0.954498737
49,0.92457859,0.647525121,0.80146483,0.673390663,0.71631775,0.955064844
50,0.925180604,0.649895569,0.80266249,0.675657761,0.718245708,0.95560334
51,0.925755254,0.65218854,0.803721959,0.677805038,0.720069333,0.956150323
52,0.926286121,0.654295558,0.804781427,0.679813132,0.721778108,0.956713034
53,0.926904553,0.656511149,0.806992492,0.682401532,0.724015374,0.957328894
54,0.927769264,0.659603195,0.810124833,0.686033465,0.727156206,0.957988512
55,0.928426007,0.662133223,0.811829195,0.688628372,0.72937963,0.958596258
56,0.928978765,0.664209418,0.813487494,0.690870339,0.731308363,0.95912193
57,0.929285245,0.665039063,0.815606431,0.692405438,0.732667122,0.959568734
58,0.929646454,0.666366028,0.81680409,0.693898844,0.733955587,0.960006972
59,0.930193739,0.668434913,0.818416325,0.696114528,0.735861169,0.960435679
60,0.930653459,0.670002257,0.82039707,0.698126779,0.737611563,0.960856658
61,0.931167907,0.671847949,0.822285688,0.700300909,0.739493362,0.96135116
62,0.931983363,0.67481635,0.825141646,0.703716887,0.742446222,0.961890035
63,0.932651051,0.677247879,0.827490902,0.706518682,0.744868765,0.962429965
64,0.933384413,0.680045309,0.829655903,0.70950313,0.74743744,0.962959254
65,0.934002846,0.6825577,0.830991755,0.711911691,0.74949625,0.963476042
66,0.934254597,0.683705949,0.831129946,0.712801395,0.750244288,0.963703617
67,0.93426007,0.684164546,0.829701967,0.71249517,0.749937547,0.963688088
68,0.934101357,0.683984167,0.827813349,0.71152207,0.749056958,0.963460555
69,0.93383866,0.683405781,0.825602285,0.710117941,0.747804318,0.963263416
70,0.933526708,0.682604545,0.823345156,0.708532677,0.746398296,0.963102316
71,0.933357049,0.682214406,0.821963241,0.707633655,0.745596992,0.962986219
72,0.933198336,0.681847755,0.820673453,0.706792464,0.744847193,0.962930905
73,0.933143608,0.681712032,0.820258879,0.706509249,0.744595442,0.962945235
74,0.933242119,0.68230784,0.819844304,0.706748335,0.744779679,0.963085732
75,0.933121716,0.682165483,0.818416325,0.706003896,0.744105206,0.963032061
76,0.932809764,0.681342767,0.81620526,0.704421119,0.742701457,0.96281481
77,0.93232268,0.679776794,0.813671749,0.702163569,0.740722103,0.962460024
78,0.932114711,0.679086955,0.812658344,0.701215417,0.739892635,0.962306062
79,0.932098292,0.679146445,0.812197706,0.701049825,0.739736947,0.962346551
80,0.932213222,0.679516309,0.812796536,0.701583235,0.740204715,0.962555744
81,0.932678415,0.681104181,0.814915473,0.703669247,0.74202546,0.963093178
82,0.93341725,0.683526289,0.81860058,0.707055897,0.744990358,0.963675873
