epoch,OA,P,R,KC,F1,AUC
97,0.996801587,0.89276808,0.796735905,0.840412448,0.842022736,0.986907185
98,0.996738095,0.884963024,0.798961424,0.8381227,0.839766082,0.987254662
99,0.996730159,0.881729201,0.801928783,0.838289796,0.83993784,0.987591234
100,0.996722222,0.87732042,0.806379822,0.838702706,0.840355624,0.987911842
101,0.996793651,0.876996805,0.814540059,0.842997728,0.844615385,0.988221794
102,0.996793651,0.874009509,0.818249258,0.843592552,0.845210728,0.988528366
103,0.996793651,0.869905956,0.823442136,0.844417774,0.846036585,0.988824085
104,0.996793651,0.868174727,0.825667656,0.844768781,0.846387833,0.989114865
105,0.996785714,0.865220759,0.828635015,0.844909392,0.846532778,0.989395272
106,0.996793651,0.861408882,0.834569733,0.846157112,0.84777694,0.989669153
107,0.996777778,0.857359636,0.838278932,0.846083798,0.847711928,0.989935875
108,0.996761905,0.853383459,0.841988131,0.846011135,0.847647498,0.990196725
109,0.996777778,0.852017937,0.845697329,0.847217422,0.848845867,0.990451101
110,0.996753968,0.847520355,0.849406528,0.846821808,0.848462393,0.990693819
111,0.996761905,0.847633136,0.850148368,0.84725231,0.848888889,0.990925383
112,0.996769841,0.84570169,0.853857567,0.848127467,0.849760059,0.991150407
113,0.996714286,0.839883552,0.856083086,0.846245308,0.847905952,0.991371039
114,0.996650794,0.834054834,0.857566766,0.843954763,0.845647403,0.991588321
115,0.996626984,0.830824373,0.859792285,0.843355592,0.845060153,0.991801505
116,0.996634921,0.82859175,0.864243323,0.844341753,0.846042121,0.992009273
117,0.996619048,0.82602546,0.866468843,0.844055716,0.845763939,0.992209242
118,0.996563492,0.820602663,0.868694362,0.842228002,0.843963964,0.99240443
119,0.996555556,0.819134078,0.870178042,0.842145066,0.843884892,0.992591946
120,0.99652381,0.816411683,0.870919881,0.841029684,0.842785355,0.992774281
121,0.996468254,0.812024879,0.871661721,0.839003707,0.84078712,0.99294794
122,0.996484127,0.811424639,0.87462908,0.84006703,0.841842199,0.993114031
123,0.996436508,0.807665982,0.87537092,0.838357757,0.840156639,0.993276635
124,0.996380952,0.803401361,0.87611276,0.83635659,0.838183109,0.993434422
125,0.996357143,0.801355932,0.876854599,0.83556872,0.837407014,0.993586471
126,0.996325397,0.798381659,0.878338279,0.834599647,0.83645355,0.99373414
127,0.996301587,0.795973154,0.879821958,0.833934325,0.835799859,0.993876733
128,0.996261905,0.792528352,0.881305638,0.832677671,0.834562698,0.994011994
129,0.996134921,0.783783784,0.882047478,0.828069568,0.830017452,0.994144089
130,0.996095238,0.780471822,0.883531157,0.826842779,0.828810021,0.994269378
131,0.996055556,0.777198697,0.885014837,0.825623572,0.827610128,0.99439168
132,0.996031746,0.774967575,0.886498516,0.824991623,0.826989619,0.994510402
133,0.996015873,0.772903226,0.888724036,0.824771753,0.826777088,0.994624453
134,0.995936508,0.767948718,0.888724036,0.821889561,0.823933975,0.994732177
135,0.995888889,0.764668367,0.889465875,0.820291752,0.822359396,0.994834828
136,0.995849206,0.761572606,0.890949555,0.819109833,0.821196581,0.994932691
137,0.995801587,0.757385292,0.893916914,0.817897517,0.820006805,0.995028587
138,0.995785714,0.756434401,0.893916914,0.817332111,0.819449167,0.995121629
139,0.995722222,0.752339364,0.894658754,0.815202168,0.817350051,0.995212749
140,0.995650794,0.747524752,0.896142433,0.812932427,0.81511471,0.995301656
141,0.995619048,0.745376079,0.896884273,0.811943903,0.814141414,0.995386819
142,0.995595238,0.743400859,0.898367953,0.811362091,0.813570709,0.995470083
143,0.995563492,0.741284404,0.899109792,0.81038096,0.81260476,0.995549818
144,0.995539683,0.739634146,0.899851632,0.809679214,0.811914324,0.995626358
145,0.995484127,0.736490589,0.899851632,0.807754646,0.810016694,0.995699386
146,0.995468254,0.735311932,0.900593472,0.807333725,0.809603201,0.995769811
147,0.995428571,0.73253012,0.902077151,0.806222496,0.808510638,0.995837962
148,0.995388889,0.72977831,0.903560831,0.805117834,0.807424594,0.995901962
149,0.995373016,0.728631201,0.904302671,0.804703406,0.807017544,0.995963677
