epoch,OA,P,R,KC,F1,AUC
84,0.969776478,0.533143939,0.661574618,0.574953665,0.590456214,0.969814129
85,0.970310517,0.539791073,0.667920094,0.581826304,0.597058824,0.971122436
86,0.970620105,0.543244771,0.677555817,0.587949155,0.603011922,0.972203911
87,0.971154144,0.5496614,0.686721504,0.595807878,0.610594504,0.973390002
88,0.972144825,0.562121212,0.697532315,0.608260753,0.622548506,0.974889714
89,0.97278722,0.569888406,0.708108108,0.617567222,0.63152379,0.97619993
90,0.973421875,0.577938105,0.715393655,0.625725739,0.639361479,0.977298116
91,0.973514752,0.578186597,0.723854289,0.629298144,0.642872052,0.977992114
92,0.974133928,0.585953681,0.731374853,0.637377341,0.650637675,0.979156329
93,0.975047212,0.597355996,0.743360752,0.649612661,0.662408377,0.980339296
94,0.975697347,0.605687204,0.750881316,0.658047541,0.670514166,0.981286125
95,0.975287143,0.599215247,0.753701528,0.654978339,0.66763818,0.981551402
96,0.974869199,0.592920354,0.755816686,0.651674814,0.66453146,0.981745368
97,0.975232965,0.59698474,0.763102233,0.65723202,0.669898907,0.982506046
98,0.975975976,0.606436101,0.770622797,0.666447051,0.678741461,0.983547152
99,0.977136931,0.621839296,0.780258519,0.680384237,0.692099229,0.984703228
100,0.978584254,0.643021915,0.78613396,0.696413504,0.707412499,0.985846898
101,0.979768428,0.660661837,0.792949471,0.710380273,0.720786157,0.986817303
102,0.980403083,0.669486524,0.799764982,0.718766943,0.728849861,0.98758603
103,0.980968081,0.678033307,0.803760282,0.72576548,0.735562964,0.988175826
104,0.981246711,0.681314331,0.80893067,0.730005319,0.739658322,0.988568548
105,0.981347327,0.681988558,0.812455934,0.731928271,0.741527242,0.988854732
106,0.981370546,0.681603774,0.815041128,0.732789505,0.74237397,0.989096436
107,0.981424724,0.681969786,0.816921269,0.733815038,0.743370402,0.98932985
108,0.981571778,0.684303698,0.817626322,0.735566178,0.74504765,0.989557111
109,0.981703353,0.685865933,0.819976498,0.737535885,0.746949261,0.989773203
110,0.981811709,0.687463098,0.820916569,0.738927782,0.748286204,0.989981711
111,0.981912325,0.688705234,0.822561692,0.740398952,0.749705473,0.990176478
112,0.982252871,0.694180523,0.824206816,0.744491208,0.753626303,0.990419381
113,0.982678555,0.700856403,0.827027027,0.749812546,0.758732212,0.990700382
114,0.982995882,0.706543557,0.827262045,0.753391606,0.762152214,0.990946842
115,0.983266772,0.711286089,0.827967098,0.756580092,0.76520417,0.991168181
116,0.983723414,0.719323278,0.829377203,0.76204666,0.770439908,0.991368965
117,0.984025262,0.724166155,0.83172738,0.76598954,0.774228834,0.991572258
118,0.984241974,0.728151347,0.832197415,0.76857586,0.776705418,0.991774377
119,0.984427727,0.731189445,0.833607521,0.77101208,0.779046782,0.991962361
120,0.984582521,0.734216518,0.833607521,0.772805218,0.780761611,0.992115938
121,0.984714096,0.736612702,0.834077556,0.774431708,0.782321173,0.992232582
122,0.984714096,0.736416425,0.834547591,0.77452793,0.782417098,0.992311809
123,0.984613479,0.734436401,0.834547591,0.773358019,0.78129813,0.99235793
124,0.984582521,0.733539732,0.835252644,0.773143592,0.781098901,0.992380579
125,0.984574781,0.733003708,0.836192714,0.773246812,0.781205401,0.992393167
126,0.984536082,0.73186768,0.837132785,0.772991585,0.780969086,0.992402429
127,0.984582521,0.732388581,0.838072855,0.773721324,0.781674704,0.992419347
128,0.984543822,0.731637259,0.838072855,0.773273647,0.781246577,0.992450576
129,0.984613479,0.732799343,0.838542891,0.774175699,0.782113108,0.992498104
130,0.984636699,0.733059548,0.839012926,0.774540404,0.782465753,0.992563584
131,0.984675397,0.733620867,0.839482961,0.775084449,0.782989917,0.99263743
132,0.984675397,0.733716869,0.839247944,0.775036706,0.782942337,0.992714176
133,0.984830191,0.736256949,0.840423032,0.77707246,0.784899034,0.992783871
134,0.984745054,0.734304473,0.841128085,0.776225518,0.784094643,0.992833328
135,0.984737315,0.73434613,0.840658049,0.776040728,0.783914092,0.992843506
136,0.984799232,0.736234275,0.839012926,0.776427474,0.78427065,0.992824866
137,0.984768273,0.735724593,0.838777908,0.776019768,0.783878761,0.992804019
138,0.984776013,0.73577906,0.839012926,0.776157377,0.784012298,0.992792509
139,0.984729575,0.734387839,0.840188014,0.77585582,0.783733421,0.992789914
140,0.984690876,0.733538462,0.840423032,0.775454598,0.783351588,0.992796656
141,0.984690876,0.73344269,0.840658049,0.775502211,0.783399036,0.992799335
142,0.984613479,0.732036847,0.840423032,0.774558451,0.78249453,0.992795659
143,0.984543822,0.730596405,0.840658049,0.773801419,0.781772484,0.99279126
144,0.984474165,0.72878942,0.841833137,0.773237871,0.781243184,0.99278599
145,0.984396768,0.727401991,0.84159812,0.772299807,0.780344302,0.992777962
146,0.98434259,0.726461039,0.841363102,0.771629655,0.779701623,0.99277009
147,0.984296152,0.725394897,0.841833137,0.771193613,0.779288589,0.992754049
148,0.984226495,0.723984643,0.842068155,0.770444697,0.778574533,0.992735917
149,0.984141358,0.722558515,0.84159812,0.769375546,0.777548583,0.992710417
